ISBN,title,author,Year-Of-Publication,image
0312022824,Silence of the Lambs,Thomas Harris,1999,http://images.amazon.com/images/P/0312022824.01.MZZZZZZZ.jpg
0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,http://images.amazon.com/images/P/0316678104.01.MZZZZZZZ.jpg
0316734837,Fortune's Rocks : A Novel,Anita Shreve,2002,http://images.amazon.com/images/P/0316734837.01.MZZZZZZZ.jpg
0380778556,Rebecca,Daphne Du Maurier,1994,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg
038000917X,Rebecca,Daphne du Maurier,1982,http://images.amazon.com/images/P/038000917X.01.MZZZZZZZ.jpg
0385043805,Rebecca,Daphne du Maurier,1948,http://images.amazon.com/images/P/0385043805.01.MZZZZZZZ.jpg
2253006734,Rebecca,DaphnÃ?Â© Du Maurier,1971,http://images.amazon.com/images/P/2253006734.01.MZZZZZZZ.jpg
1572701137,Rebecca,Daphne Du Maurier,1999,http://images.amazon.com/images/P/1572701137.01.MZZZZZZZ.jpg
0380730405,Rebecca,Daphne du Maurier,2001,http://images.amazon.com/images/P/0380730405.01.MZZZZZZZ.jpg
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,http://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg
0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg
0785758941,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1999,http://images.amazon.com/images/P/0785758941.01.MZZZZZZZ.jpg
0425182878,Chosen Prey,John Sandford,2004,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg
0399147284,Chosen Prey,John Sandford,2001,http://images.amazon.com/images/P/0399147284.01.MZZZZZZZ.jpg
0440202043,Shell Seekers,Rosamunde Pilcher,1996,http://images.amazon.com/images/P/0440202043.01.MZZZZZZZ.jpg
0446519960,Absolute Power,David Baldacci,1996,http://images.amazon.com/images/P/0446519960.01.MZZZZZZZ.jpg
0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg
0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,http://images.amazon.com/images/P/0805059555.01.MZZZZZZZ.jpg
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,http://images.amazon.com/images/P/0449219364.01.MZZZZZZZ.jpg
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg
0451519167,Pride and Prejudice,Jane Austen,1961,http://images.amazon.com/images/P/0451519167.01.MZZZZZZZ.jpg
0553210181,Pride and Prejudice,Jane Austen,1981,http://images.amazon.com/images/P/0553210181.01.MZZZZZZZ.jpg
0893756113,Pride and Prejudice,Jane Austen,1997,http://images.amazon.com/images/P/0893756113.01.MZZZZZZZ.jpg
0451523652,Pride and Prejudice,Jane Austen,1988,http://images.amazon.com/images/P/0451523652.01.MZZZZZZZ.jpg
0451525884,Pride and Prejudice,Jane Austen,1996,http://images.amazon.com/images/P/0451525884.01.MZZZZZZZ.jpg
0812523369,Pride and Prejudice,Jane Austen,1994,http://images.amazon.com/images/P/0812523369.01.MZZZZZZZ.jpg
055321215X,Pride and Prejudice,Jane Austen,1983,http://images.amazon.com/images/P/055321215X.01.MZZZZZZZ.jpg
3190025355,Pride and Prejudice,Jane Austen,1999,http://images.amazon.com/images/P/3190025355.01.MZZZZZZZ.jpg
1566190932,Pride and Prejudice,Jane Austen,1993,http://images.amazon.com/images/P/1566190932.01.MZZZZZZZ.jpg
0140238212,Pride and Prejudice,Jane Austen,1995,http://images.amazon.com/images/P/0140238212.01.MZZZZZZZ.jpg
0192815032,Pride and Prejudice,Jane Austen,1987,http://images.amazon.com/images/P/0192815032.01.MZZZZZZZ.jpg
0553153277,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. Montgomery,1984,http://images.amazon.com/images/P/0553153277.01.MZZZZZZZ.jpg
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg
0553247409,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),Lucy Maud Montgomery,1984,http://images.amazon.com/images/P/0553247409.01.MZZZZZZZ.jpg
0553273914,The House of the Spirits,Isabel Allende,1986,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg
0394539079,The House of the Spirits,Isabel Allende,1985,http://images.amazon.com/images/P/0394539079.01.MZZZZZZZ.jpg
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg
0684871270,The Blue Nowhere : A Novel,Jeffery Deaver,2001,http://images.amazon.com/images/P/0684871270.01.MZZZZZZZ.jpg
0671452177,WLD ACCORDNG GARP,John Irving,1982,http://images.amazon.com/images/P/0671452177.01.MZZZZZZZ.jpg
0671822209,WLD ACCORDNG GARP,John Irving,1979,http://images.amazon.com/images/P/0671822209.01.MZZZZZZZ.jpg
0671439960,WLD ACCORDNG GARP,Irving,1981,http://images.amazon.com/images/P/0671439960.01.MZZZZZZZ.jpg
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg
0743436210,Hearts in Atlantis,Stephen King,2001,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg
1402505272,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,2001,http://images.amazon.com/images/P/1402505272.01.MZZZZZZZ.jpg
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg
0613173538,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1999,http://images.amazon.com/images/P/0613173538.01.MZZZZZZZ.jpg
014023313X,The Stone Diaries,Carol Shields,1995,http://images.amazon.com/images/P/014023313X.01.MZZZZZZZ.jpg
0670853097,The Stone Diaries,Carol Shields,1994,http://images.amazon.com/images/P/0670853097.01.MZZZZZZZ.jpg
0785799540,The Stone Diaries,Carol Shields,1999,http://images.amazon.com/images/P/0785799540.01.MZZZZZZZ.jpg
0425162443,The Rapture of Canaan,Sheri Reynolds,1997,http://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg
0425155439,The Rapture of Canaan,Sheri Reynolds,2003,http://images.amazon.com/images/P/0425155439.01.MZZZZZZZ.jpg
0440215625,Dragonfly in Amber,DIANA GABALDON,1993,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg
0385302312,Dragonfly in Amber,DIANA GABALDON,1992,http://images.amazon.com/images/P/0385302312.01.MZZZZZZZ.jpg
0385335970,Dragonfly in Amber,DIANA GABALDON,2001,http://images.amazon.com/images/P/0385335970.01.MZZZZZZZ.jpg
0440224624,The Loop,Nicholas Evans,1999,http://images.amazon.com/images/P/0440224624.01.MZZZZZZZ.jpg
055347880X,The Loop,Nicholas Evans,1998,http://images.amazon.com/images/P/055347880X.01.MZZZZZZZ.jpg
0571129498,The Loop,Joe Coomer,1992,http://images.amazon.com/images/P/0571129498.01.MZZZZZZZ.jpg
0440514428,Cold Sassy Tree,Olive Ann Burns,1986,http://images.amazon.com/images/P/0440514428.01.MZZZZZZZ.jpg
0440212723,Cold Sassy Tree,Olive Ann Burns,1992,http://images.amazon.com/images/P/0440212723.01.MZZZZZZZ.jpg
0899193099,Cold Sassy Tree,Olive Ann Burns,1984,http://images.amazon.com/images/P/0899193099.01.MZZZZZZZ.jpg
0553213172,Anne of the Island,Lucy Maud Montgomery,1983,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg
0816728992,Anne of the Island,Lucy Maud Montgomery,1994,http://images.amazon.com/images/P/0816728992.01.MZZZZZZZ.jpg
0770421083,Anne of the Island,Ian Montgomery,1983,http://images.amazon.com/images/P/0770421083.01.MZZZZZZZ.jpg
0312284683,Faking It,Jennifer Crusie,2002,http://images.amazon.com/images/P/0312284683.01.MZZZZZZZ.jpg
0312983824,Faking It,Jennifer Crusie,2003,http://images.amazon.com/images/P/0312983824.01.MZZZZZZZ.jpg
0330489313,Faking It,Jennifer Crusi,2003,http://images.amazon.com/images/P/0330489313.01.MZZZZZZZ.jpg
0312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg
0449134482,Dances With Wolves,Michael Blake,1990,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg
0449000753,Dances With Wolves,Michael Blake,1997,http://images.amazon.com/images/P/0449000753.01.MZZZZZZZ.jpg
1557040915,Dances With Wolves,Michael Blake,1991,http://images.amazon.com/images/P/1557040915.01.MZZZZZZZ.jpg
0451204301,Impulse,Catherine Coulter,2001,http://images.amazon.com/images/P/0451204301.01.MZZZZZZZ.jpg
0446600733,Impulse,Michael Weaver,1994,http://images.amazon.com/images/P/0446600733.01.MZZZZZZZ.jpg
1551666340,Impulse,Candace Camp,2000,http://images.amazon.com/images/P/1551666340.01.MZZZZZZZ.jpg
0821719629,Impulse,Barbara Harrison,1987,http://images.amazon.com/images/P/0821719629.01.MZZZZZZZ.jpg
0451402502,Impulse,Catherine Coulter,1996,http://images.amazon.com/images/P/0451402502.01.MZZZZZZZ.jpg
1551662647,Impulse,Candace Camp,1997,http://images.amazon.com/images/P/1551662647.01.MZZZZZZZ.jpg
0312978383,Winter Solstice,Rosamunde Pilcher,2001,http://images.amazon.com/images/P/0312978383.01.MZZZZZZZ.jpg
0312244266,Winter Solstice,Rosamunde Pilcher,2000,http://images.amazon.com/images/P/0312244266.01.MZZZZZZZ.jpg
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg
0374266425,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1994,http://images.amazon.com/images/P/0374266425.01.MZZZZZZZ.jpg
0440216745,Whispers,BELVA PLAIN,1994,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg
042518109X,Whispers,Dean R. Koontz,2001,http://images.amazon.com/images/P/042518109X.01.MZZZZZZZ.jpg
0821776037,Whispers,Lisa Jackson,2003,http://images.amazon.com/images/P/0821776037.01.MZZZZZZZ.jpg
0821753606,Whispers,Lisa Jackson,1996,http://images.amazon.com/images/P/0821753606.01.MZZZZZZZ.jpg
0821763776,Whispers,Lisa Jackson,1999,http://images.amazon.com/images/P/0821763776.01.MZZZZZZZ.jpg
0425047075,Whispers,Dean R. Koontz,1981,http://images.amazon.com/images/P/0425047075.01.MZZZZZZZ.jpg
0425097609,Whispers,Dean R. Koontz,1997,http://images.amazon.com/images/P/0425097609.01.MZZZZZZZ.jpg
0385299281,Whispers,Belva Plain,1993,http://images.amazon.com/images/P/0385299281.01.MZZZZZZZ.jpg
0446606324,The Winner,David Baldacci,1998,http://images.amazon.com/images/P/0446606324.01.MZZZZZZZ.jpg
0446522597,The Winner,David Baldacci,1997,http://images.amazon.com/images/P/0446522597.01.MZZZZZZZ.jpg
055358264X,Dream Country,Luanne Rice,2002,http://images.amazon.com/images/P/055358264X.01.MZZZZZZZ.jpg
0553801198,Dream Country,Luanne Rice,2001,http://images.amazon.com/images/P/0553801198.01.MZZZZZZZ.jpg
067102423X,Bag of Bones,Stephen King,1999,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg
0553561618,Dark Paradise,TAMI HOAG,1994,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg
1568654685,Dark Paradise,Tami Hoag,1997,http://images.amazon.com/images/P/1568654685.01.MZZZZZZZ.jpg
0373107048,Dark Paradise,Author Unknown,1984,http://images.amazon.com/images/P/0373107048.01.MZZZZZZZ.jpg
0446322059,Dark Paradise,Mary S. Craig,1986,http://images.amazon.com/images/P/0446322059.01.MZZZZZZZ.jpg
0670896764,A Day Late and a Dollar Short,Terry McMillan,2001,http://images.amazon.com/images/P/0670896764.01.MZZZZZZZ.jpg
0451204948,A Day Late and a Dollar Short,Terry McMillan,2002,http://images.amazon.com/images/P/0451204948.01.MZZZZZZZ.jpg
0451211081,A Day Late and a Dollar Short,Terry McMillan,2004,http://images.amazon.com/images/P/0451211081.01.MZZZZZZZ.jpg
0671027360,Angels &amp; Demons,Dan Brown,2001,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg
0743486226,Angels &amp; Demons,Dan Brown,2003,http://images.amazon.com/images/P/0743486226.01.MZZZZZZZ.jpg
0671027352,Angels &amp; Demons,Dan Brown,2000,http://images.amazon.com/images/P/0671027352.01.MZZZZZZZ.jpg
0312263120,Digital Fortress : A Thriller,Dan Brown,2000,http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg
0312995423,Digital Fortress : A Thriller,Dan Brown,2003,http://images.amazon.com/images/P/0312995423.01.MZZZZZZZ.jpg
0312335164,Digital Fortress : A Thriller,Dan Brown,2004,http://images.amazon.com/images/P/0312335164.01.MZZZZZZZ.jpg
0345441036,Black House,Stephen King,2002,http://images.amazon.com/images/P/0345441036.01.MZZZZZZZ.jpg
0375504397,Black House,Stephen King,2001,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg
039914613X,Easy Prey,John Sandford,2000,http://images.amazon.com/images/P/039914613X.01.MZZZZZZZ.jpg
0425178765,Easy Prey,John Sandford,2001,http://images.amazon.com/images/P/0425178765.01.MZZZZZZZ.jpg
0425132048,Eyes of Prey,John Sandford,2004,http://images.amazon.com/images/P/0425132048.01.MZZZZZZZ.jpg
0843945672,Eyes of Prey,Barry Hoffman,1999,http://images.amazon.com/images/P/0843945672.01.MZZZZZZZ.jpg
0425189864,Mortal Prey,John Sandford,2003,http://images.amazon.com/images/P/0425189864.01.MZZZZZZZ.jpg
0399148639,Mortal Prey,John Sandford,2002,http://images.amazon.com/images/P/0399148639.01.MZZZZZZZ.jpg
0440209412,Message from Nam,Danielle Steel,1991,http://images.amazon.com/images/P/0440209412.01.MZZZZZZZ.jpg
0385299079,Message from Nam,DANIELLE STEEL,1990,http://images.amazon.com/images/P/0385299079.01.MZZZZZZZ.jpg
0451149513,It,Stephen King,1987,http://images.amazon.com/images/P/0451149513.01.MZZZZZZZ.jpg
0450411435,It,Stephen King,0,http://images.amazon.com/images/P/0450411435.01.MZZZZZZZ.jpg
0451169514,It,Stephen King,1997,http://images.amazon.com/images/P/0451169514.01.MZZZZZZZ.jpg
0670813028,It,Stephen King,1986,http://images.amazon.com/images/P/0670813028.01.MZZZZZZZ.jpg
0451161351,Cujo,Stephen King,2004,http://images.amazon.com/images/P/0451161351.01.MZZZZZZZ.jpg
0451145070,Cujo,Stephen King,1986,http://images.amazon.com/images/P/0451145070.01.MZZZZZZZ.jpg
0451126505,Cujo,Stephen King,1982,http://images.amazon.com/images/P/0451126505.01.MZZZZZZZ.jpg
0670451932,Cujo,Stephen King,1981,http://images.amazon.com/images/P/0670451932.01.MZZZZZZZ.jpg
0451150643,Cujo,Stephen King,1983,http://images.amazon.com/images/P/0451150643.01.MZZZZZZZ.jpg
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg
0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1989,http://images.amazon.com/images/P/0452262143.01.MZZZZZZZ.jpg
0451210859,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,http://images.amazon.com/images/P/0451210859.01.MZZZZZZZ.jpg
0451168615,Skeleton Crew,Stephen King,1986,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg
039913039X,Skeleton Crew,Stephen King,1985,http://images.amazon.com/images/P/039913039X.01.MZZZZZZZ.jpg
0451188462,Desperation,Stephen King,1997,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg
0670868361,Desperation,Stephen King,1996,http://images.amazon.com/images/P/0670868361.01.MZZZZZZZ.jpg
0613025024,Desperation,Stephen King,1999,http://images.amazon.com/images/P/0613025024.01.MZZZZZZZ.jpg
0345353145,Sphere,MICHAEL CRICHTON,1988,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg
0394561104,Sphere,Michael Crichton,1987,http://images.amazon.com/images/P/0394561104.01.MZZZZZZZ.jpg
0345418972,Sphere,Michael Crichton,1997,http://images.amazon.com/images/P/0345418972.01.MZZZZZZZ.jpg
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg
0345360001,The Mummy or Ramses the Damned,Anne Rice,1989,http://images.amazon.com/images/P/0345360001.01.MZZZZZZZ.jpg
0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,http://images.amazon.com/images/P/0345378482.01.MZZZZZZZ.jpg
0060541814,The Andromeda Strain,Michael Crichton,2003,http://images.amazon.com/images/P/0060541814.01.MZZZZZZZ.jpg
0394415256,The Andromeda Strain,Michael Crichton,1969,http://images.amazon.com/images/P/0394415256.01.MZZZZZZZ.jpg
0345418980,The Andromeda Strain,Michael Crichton,1997,http://images.amazon.com/images/P/0345418980.01.MZZZZZZZ.jpg
0345389425,Violin,Anne Rice,1998,http://images.amazon.com/images/P/0345389425.01.MZZZZZZZ.jpg
0679433023,Violin,Anne Rice,1997,http://images.amazon.com/images/P/0679433023.01.MZZZZZZZ.jpg
0345425308,Violin,Anne Rice,1999,http://images.amazon.com/images/P/0345425308.01.MZZZZZZZ.jpg
0425099334,Shattered,Dean R. Koontz,1993,http://images.amazon.com/images/P/0425099334.01.MZZZZZZZ.jpg
0399146601,Shattered,Dick Francis,2000,http://images.amazon.com/images/P/0399146601.01.MZZZZZZZ.jpg
0515131210,Shattered,Dick Francis,2001,http://images.amazon.com/images/P/0515131210.01.MZZZZZZZ.jpg
1551667320,Shattered,Olga Bicos,2003,http://images.amazon.com/images/P/1551667320.01.MZZZZZZZ.jpg
0425101452,Phantoms,Dean R. Koontz,1996,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg
0425181103,Phantoms,Dean R. Koontz,2002,http://images.amazon.com/images/P/0425181103.01.MZZZZZZZ.jpg
0425162028,Phantoms,Dean R. Koontz,1997,http://images.amazon.com/images/P/0425162028.01.MZZZZZZZ.jpg
0425136981,Shadowfires,Dean R. Koontz,1994,http://images.amazon.com/images/P/0425136981.01.MZZZZZZZ.jpg
0380752166,Shadowfires,Leigh Nichols,1987,http://images.amazon.com/images/P/0380752166.01.MZZZZZZZ.jpg
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,http://images.amazon.com/images/P/0440180295.01.MZZZZZZZ.jpg
0671039725,Carrie,Stephen King,2002,http://images.amazon.com/images/P/0671039725.01.MZZZZZZZ.jpg
0451157443,Carrie,Stephen King,1994,http://images.amazon.com/images/P/0451157443.01.MZZZZZZZ.jpg
0609810901,Carrie,STEPHEN KING,2001,http://images.amazon.com/images/P/0609810901.01.MZZZZZZZ.jpg
0451072804,Carrie,Stephen King,1975,http://images.amazon.com/images/P/0451072804.01.MZZZZZZZ.jpg
0452267196,Carrie,Stephen King,1991,http://images.amazon.com/images/P/0452267196.01.MZZZZZZZ.jpg
0385086954,Carrie,Stephen King,1993,http://images.amazon.com/images/P/0385086954.01.MZZZZZZZ.jpg
2290302511,Carrie,Stephen King,2000,http://images.amazon.com/images/P/2290302511.01.MZZZZZZZ.jpg
0451139798,Carrie,Stephen King,1981,http://images.amazon.com/images/P/0451139798.01.MZZZZZZZ.jpg
0375506276,The Fourth Hand,JOHN IRVING,2001,http://images.amazon.com/images/P/0375506276.01.MZZZZZZZ.jpg
0345449347,The Fourth Hand,John Irving,2002,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg
0345463153,The Fourth Hand,JOHN IRVING,2003,http://images.amazon.com/images/P/0345463153.01.MZZZZZZZ.jpg
0375418954,The Fourth Hand,John Irving,2001,http://images.amazon.com/images/P/0375418954.01.MZZZZZZZ.jpg
0747557276,The Fourth Hand,Irving John,2001,http://images.amazon.com/images/P/0747557276.01.MZZZZZZZ.jpg
0399141200,That Camden Summer,Lavyrle Spencer,1996,http://images.amazon.com/images/P/0399141200.01.MZZZZZZZ.jpg
051511992X,That Camden Summer,Lavyrle Spencer,1997,http://images.amazon.com/images/P/051511992X.01.MZZZZZZZ.jpg
0787106127,That Camden Summer,Lavyrle Spencer,1995,http://images.amazon.com/images/P/0787106127.01.MZZZZZZZ.jpg
0425167313,Here on Earth,Alice Hoffman,1998,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg
0449003795,P Is for Peril,Sue Grafton,2002,http://images.amazon.com/images/P/0449003795.01.MZZZZZZZ.jpg
0553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,http://images.amazon.com/images/P/0553296981.01.MZZZZZZZ.jpg
0671004107,Contact,Carl Sagan,1997,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg
0785787828,Contact,Carl Sagan,1999,http://images.amazon.com/images/P/0785787828.01.MZZZZZZZ.jpg
0505524996,Contact,Susan Grant,2002,http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg
0671434004,Contact,Carl Sagan,1985,http://images.amazon.com/images/P/0671434004.01.MZZZZZZZ.jpg
0060921145,Animal Dreams,Barbara Kingsolver,1991,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg
0613032950,Animal Dreams,Barbara Kingsolver,1990,http://images.amazon.com/images/P/0613032950.01.MZZZZZZZ.jpg
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg
0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg
0425124347,The Bad Place,Dean R. Koontz,1994,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg
0399134980,The Bad Place,Dean R. Koontz,1990,http://images.amazon.com/images/P/0399134980.01.MZZZZZZZ.jpg
0425178579,Betrayal in Death,Nora Roberts,2001,http://images.amazon.com/images/P/0425178579.01.MZZZZZZZ.jpg
1587881969,Betrayal in Death,J. D. Robb,2001,http://images.amazon.com/images/P/1587881969.01.MZZZZZZZ.jpg
0440200989,Weep No More My Lady,Mary Higgins Clark,1993,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg
0440224829,Granny Dan,DANIELLE STEEL,2000,http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg
0385317093,Granny Dan,DANIELLE STEEL,1999,http://images.amazon.com/images/P/0385317093.01.MZZZZZZZ.jpg
044661064X,The First Counsel,Brad Meltzer,2001,http://images.amazon.com/images/P/044661064X.01.MZZZZZZZ.jpg
0449221512,I Is for Innocent,Sue Grafton,1994,http://images.amazon.com/images/P/0449221512.01.MZZZZZZZ.jpg
0553564528,Guilty as Sin,TAMI HOAG,1997,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg
0671683993,The Temple of My Familiar,Alice Walker,1990,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg
0151885338,The Temple of My Familiar,Alice Walker,1989,http://images.amazon.com/images/P/0151885338.01.MZZZZZZZ.jpg
0671003763,The Temple of My Familiar,Alice Walker,1997,http://images.amazon.com/images/P/0671003763.01.MZZZZZZZ.jpg
0679446486,Airframe,Michael Crichton,1996,http://images.amazon.com/images/P/0679446486.01.MZZZZZZZ.jpg
0345402871,Airframe,Michael Crichton,1997,http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg
0679452664,Airframe,MICHAEL CRICHTON,1996,http://images.amazon.com/images/P/0679452664.01.MZZZZZZZ.jpg
0684848783,Tis : A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg
0060092572,The Terminal Man,Michael Crichton,2002,http://images.amazon.com/images/P/0060092572.01.MZZZZZZZ.jpg
0345354621,The Terminal Man,Michael Crichton,1988,http://images.amazon.com/images/P/0345354621.01.MZZZZZZZ.jpg
0345419014,The Terminal Man,Michael Crichton,1997,http://images.amazon.com/images/P/0345419014.01.MZZZZZZZ.jpg
0394447689,The Terminal Man,Michael Crichton,1972,http://images.amazon.com/images/P/0394447689.01.MZZZZZZZ.jpg
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,2001,http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg
0061099708,Colony,Anne Rivers Siddons,1993,http://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg
0060179333,Colony,Anne Rivers Siddons,1992,http://images.amazon.com/images/P/0060179333.01.MZZZZZZZ.jpg
0380793156,Colony,Ben Bova,1999,http://images.amazon.com/images/P/0380793156.01.MZZZZZZZ.jpg
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg
0345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,http://images.amazon.com/images/P/0345404319.01.MZZZZZZZ.jpg
067942573X,Taltos: Lives of the Mayfair Witches,Anne Rice,1994,http://images.amazon.com/images/P/067942573X.01.MZZZZZZZ.jpg
0345413865,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,http://images.amazon.com/images/P/0345413865.01.MZZZZZZZ.jpg
0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,http://images.amazon.com/images/P/0373218036.01.MZZZZZZZ.jpg
0373218192,Engaging The Enemy,Nora Roberts,2003,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg
0373218397,Summer Pleasures,Nora Roberts,2002,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,http://images.amazon.com/images/P/0373483503.01.MZZZZZZZ.jpg
0373483694,Macgregor Grooms (Macgregors),Nora Roberts,1998,http://images.amazon.com/images/P/0373483694.01.MZZZZZZZ.jpg
0373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,http://images.amazon.com/images/P/0373484224.01.MZZZZZZZ.jpg
0385312660,Second Nature,MICHAEL POLLAN,1992,http://images.amazon.com/images/P/0385312660.01.MZZZZZZZ.jpg
0425146812,Second Nature,Alice Hoffman,1995,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg
0399139087,Second Nature,Alice Hoffman,1994,http://images.amazon.com/images/P/0399139087.01.MZZZZZZZ.jpg
